SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,July-5-2019,Single Family Residential,5521 Woodmont,Squirrel Hill,PA,15217,621798,4,2.5,Squirrel Hill,,,1925,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/5521-Woodmont-St-15217/home/74750484,West Penn MLS,1391954,N,Y,40.4420864,-79.9297594
PAST SALE,August-31-2020,Single Family Residential,5551 Aylesboro Ave,Squirrel Hill,PA,15217,1350000,6,5,Squirrel Hill,5925,,1925,,228,,Sold,,,https://www.redfin.com/PA/Pittsburgh/5551-Aylesboro-Ave-15217/home/74751071,West Penn MLS,1437021,N,Y,40.4395578,-79.928941
PAST SALE,July-27-2020,Condo/Co-op,5025 Fifth Ave Unit 3B,Shadyside,PA,15232,349000,3,2,Shadyside,,,1953,,,1005,Sold,,,https://www.redfin.com/PA/Pittsburgh/5025-Fifth-Ave-15232/unit-3B/home/82028720,West Penn MLS,1449947,N,Y,40.4482623,-79.9422943
PAST SALE,May-8-2020,Single Family Residential,824 East End Ave,Regent Square,PA,15221,285000,4,3,Regent Square,2500,,1910,,114,,Sold,,,https://www.redfin.com/PA/Wilkinsburg/Unknown-Unknown/home/147534100,West Penn MLS,1396541,N,Y,40.4417355,-79.8819942
PAST SALE,September-30-2020,Single Family Residential,1129 Windermere Dr,Squirrel Hill,PA,15218,349900,4,2,Squirrel Hill,1467,,1942,,239,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1129-Windermere-Dr-15218/home/73541997,West Penn MLS,1459557,N,Y,40.4232067,-79.9015923
PAST SALE,September-21-2020,Single Family Residential,1336 Pocono St,Squirrel Hill,PA,15218,270850,3,2,Squirrel Hill,1144,,1950,,237,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1336-Pocono-St-15218/home/74478271,West Penn MLS,1459567,N,Y,40.418881,-79.9008051
PAST SALE,August-21-2020,Single Family Residential,546 S Trenton Ave,Regent Square,PA,15221,182000,3,1,Regent Square,1280,,1940,,142,,Sold,,,https://www.redfin.com/PA/Pittsburgh/546-S-Trenton-Ave-15221/home/74516757,West Penn MLS,1455989,N,Y,40.439987,-79.892587
PAST SALE,September-23-2020,Single Family Residential,109 Race,Edgewood,PA,15218,243800,4,1.5,Edgewood,1624,,1928,,150,,Sold,,,https://www.redfin.com/PA/Pittsburgh/109-Race-St-15218/home/74517768,West Penn MLS,1459112,N,Y,40.4335575,-79.8858792
PAST SALE,July-31-2020,Single Family Residential,1329 Milton St,Regent Square,PA,15218,267500,3,2,Regent Square,1676,2613,1925,,160,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1329-Milton-St-15218/home/74518073,West Penn MLS,1449548,N,Y,40.4296626,-79.8927815
PAST SALE,October-28-2020,Townhouse,103 Longfellow Ct,Swissvale,PA,15218,130000,2,1.5,Swissvale,1140,,1980,,114,128,Sold,,,https://www.redfin.com/PA/Pittsburgh/103-Longfellow-Ct-15218/home/74519383,West Penn MLS,1463655,N,Y,40.421617,-79.8915878
PAST SALE,January-15-2021,Single Family Residential,2335 Tilbury Ave,Squirrel Hill,PA,15217,351000,3,2,Squirrel Hill,,,1924,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/2335-Tilbury-Ave-15217/home/74754496,West Penn MLS,1478148,N,Y,40.4299082,-79.9176523
PAST SALE,,Townhouse,5666 Melvin St,Pittsburgh,PA,15217,145000,3,2,,1632,3738,1910,,89,,,,,https://www.redfin.com/PA/Pittsburgh/5666-Melvin-St-15217/home/74754734,,,N,Y,40.4302397,-79.9246683
PAST SALE,October-8-2020,Single Family Residential,3127 Beechwood Blvd,Squirrel Hill,PA,15217,189000,3,1,Squirrel Hill,1176,,1932,,161,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3127-Beechwood-Blvd-15217/home/74758359,West Penn MLS,1465419,N,Y,40.420371,-79.922359
PAST SALE,December-2-2020,Condo/Co-op,350 Oliver Ave #1309,Downtown Pgh,PA,15222,1872950,3,3.5,Downtown Pgh,2635,,2019,,711,,Sold,,,https://www.redfin.com/PA/Pittsburgh/350-Oliver-Ave-15222/unit-1309/home/147931318,West Penn MLS,1424860,N,Y,40.4409654,-79.9995138
PAST SALE,September-10-2020,Multi-Family (2-4 Unit),373 Meyran Ave,Oakland,PA,15213,352500,5,4,Oakland,,,1920,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/373-Meyran-Ave-15213/home/73525193,West Penn MLS,1457845,N,Y,40.4378095,-79.9545687
PAST SALE,October-30-2020,Condo/Co-op,3273 Niagara Sq,Oakland,PA,15213,142500,1,1,Oakland,1080,,1975,,132,104,Sold,,,https://www.redfin.com/PA/Pittsburgh/3273-Niagara-Sq-15213/home/73548999,West Penn MLS,1456132,N,Y,40.4345931,-79.9597309
PAST SALE,July-12-2019,Condo/Co-op,120 S 15th #203,South Side,PA,15203,275000,2,2,South Side,1764,,2005,,156,250,Sold,,,https://www.redfin.com/PA/Pittsburgh/120-S-15th-St-15203/unit-203/home/74443199,West Penn MLS,1353775,N,Y,40.4272635,-79.9838292
PAST SALE,October-3-2019,Single Family Residential,112 S 15th St,South Side,PA,15203,345500,3,2,South Side,2116,,1900,,163,,Sold,,,https://www.redfin.com/PA/Pittsburgh/112-S-15th-St-15203/home/74621241,West Penn MLS,1410715,N,Y,40.4275458,-79.9836763
PAST SALE,January-21-2022,Multi-Family (2-4 Unit),3424 1/2 Ward St,Oakland,PA,15213,112543,,,Oakland,,1624,1925,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3424-1-2-Ward-St-15213/home/74572448,West Penn MLS,1512933,N,Y,40.4353455,-79.9541587
PAST SALE,October-1-2021,Single Family Residential,3625 Boulevard Of The Allies,Oakland,PA,15213,252500,3,1.5,Oakland,1044,2178,1915,,242,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3625-Boulevard-of-the-Allies-15213/home/74572617,West Penn MLS,1514867,N,Y,40.4346999,-79.9536781
PAST SALE,March-29-2022,Multi-Family (2-4 Unit),3211 Juliet St,Oakland,PA,15213,365000,7,3,Oakland,,,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3211-Juliet-St-15213/home/74577420,West Penn MLS,1530039,N,Y,40.4321002,-79.9568444
PAST SALE,October-7-2022,Condo/Co-op,3254 Ward St,Oakland,PA,15213,225000,3,2,Oakland,1462,,1985,,154,199,Sold,,,https://www.redfin.com/PA/PITTSBURGH/3254-WARD-ST-15213/home/74577536,West Penn MLS,1564909,N,Y,40.432422,-79.95487
PAST SALE,,Multi-Family (2-4 Unit),3306 Ward St,Oakland,PA,15213,,4,2,,1776,1067,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3306-Ward-St-15213/home/74577838,West Penn MLS,,N,Y,40.4332375,-79.9546926
PAST SALE,,Townhouse,9 Edith Pl,Pittsburgh,PA,15213,125000,2,1,,1102,945,1925,,113,,,,,https://www.redfin.com/PA/Pittsburgh/9-Edith-Pl-15213/home/74577850,,,N,Y,40.432958,-79.954373
PAST SALE,January-21-2022,Single Family Residential,3319 Parkview Ave,Oakland,PA,15213,208873,4,3,Oakland,1304,2326,1915,,160,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3319-Parkview-Ave-15213/home/74577914,West Penn MLS,1512926,N,Y,40.4322952,-79.9528779
PAST SALE,,Single Family Residential,3763 Orpwood St,Pittsburgh,PA,15213,191500,3,2,,1100,2400,1945,,174,,,,,https://www.redfin.com/PA/Pittsburgh/3763-Orpwood-St-15213/home/74578026,,,N,Y,40.4288578,-79.9513078
PAST SALE,,Single Family Residential,3772 Orpwood St,Pittsburgh,PA,15213,200000,2,1,,1144,2400,1950,,175,,,,,https://www.redfin.com/PA/Pittsburgh/3772-Orpwood-St-15213/home/74578085,,,N,Y,40.4283958,-79.9513262
PAST SALE,May-27-2022,Single Family Residential,309 Greenfield Ave,Greenfield,PA,15207,85000,4,4,Greenfield,,24829,1905,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/309-Greenfield-Ave-15207/home/74674206,West Penn MLS,1546980,N,Y,40.4256529,-79.948577
PAST SALE,January-6-2022,Single Family Residential,3220 Harcum Way,South Side,PA,15203,187000,3,1.5,South Side,2040,1306,1890,,92,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3220-Harcum-Way-15203/home/74775515,West Penn MLS,1529080,N,Y,40.4211543,-79.9624933
PAST SALE,,Single Family Residential,204 Shoup St,Pittsburgh,PA,15209,126250,3,1,,1131,4885,1930,,112,,,,,https://www.redfin.com/PA/Pittsburgh/204-Shoup-St-15209/home/73509610,,,N,Y,40.4757634,-79.9718783
PAST SALE,January-22-2018,Single Family Residential,1111 Morningside Ave,Morningside,PA,15206,230000,3,1,Morningside,,,1925,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1111-Morningside-Ave-15206/home/74741150,West Penn MLS,1310736,N,Y,40.4778215,-79.9314907
PAST SALE,November-13-2020,Townhouse,734 Middle St,East Allegheny,PA,15212,508000,3,3.5,East Allegheny,2250,,2020,,226,,Sold,,,https://www.redfin.com/PA/Pittsburgh/734-Middle-St-15212/home/163821637,West Penn MLS,1445849,N,Y,40.4544159,-79.9991935
PAST SALE,October-22-2020,Condo/Co-op,151 Fort Pitt Blvd #503,Downtown Pgh,PA,15222,505000,2,2,Downtown Pgh,1761,,2007,,287,838,Sold,,,https://www.redfin.com/PA/Pittsburgh/151-Fort-Pitt-Blvd-15222/unit-503/home/74445004,West Penn MLS,1426495,N,Y,40.4384369,-80.0046467
PAST SALE,January-15-2021,Condo/Co-op,320 Fort Duquesne Blvd Unit 11D,Downtown Pgh,PA,15222,318780,2,2,Downtown Pgh,1342,,1964,,238,958,Sold,,,https://www.redfin.com/PA/Pittsburgh/320-Fort-Duquesne-Blvd-15222/unit-11D/home/74532864,West Penn MLS,1473585,N,Y,40.4426006,-80.0069837
PAST SALE,December-22-2021,Single Family Residential,185 Gordon,Edgewood,PA,15201,300000,4,2,Edgewood,1820,6534,1930,,165,,Sold,,,https://www.redfin.com/PA/Edgewood/185-Gordon-15201/home/177171681,West Penn MLS,1530335,N,Y,40.4330681,-79.8847731
PAST SALE,August-15-2022,Single Family Residential,612 Lamar Ave,Regent Square,PA,15221,322000,3,1.5,Regent Square,,2208,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/612-Lamar-Ave-15221/home/74516858,West Penn MLS,1563023,N,Y,40.4382612,-79.8877273
PAST SALE,September-7-2022,Single Family Residential,857 E Hutchinson Ave,Edgewood,PA,15218,465000,4,3,Edgewood,,5283,1918,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/857-E-Hutchinson-Ave-15218/home/74517897,West Penn MLS,1569442,N,Y,40.435556,-79.8835171
PAST SALE,February-4-2021,Single Family Residential,104 Ivy St,Edgewood,PA,15218,237200,4,1,Edgewood,2025,,1910,,117,,Sold,,,https://www.redfin.com/PA/Pittsburgh/104-Ivy-St-15218/home/74518487,West Penn MLS,1480351,N,Y,40.430932,-79.8850372
PAST SALE,April-18-2022,Single Family Residential,1114 Jane St,Wilkinsburg,PA,15221,29000,3,1,Wilkinsburg,1552,1589,1930,,19,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1114-Jane-St-15221/home/74546271,West Penn MLS,1538805,N,Y,40.4359251,-79.8806628
PAST SALE,September-26-2022,Single Family Residential,148 Oakview Ave,Edgewood,PA,15218,199000,3,1.5,Edgewood,,871,1901,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/148-Oakview-Ave-15218/home/74547276,West Penn MLS,1558456,N,Y,40.4293221,-79.8821939
PAST SALE,November-14-2019,Multi-Family (2-4 Unit),405 Western,Aspinwall,PA,15215,336500,4,3,Aspinwall,,,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/405-Western-Ave-15215/home/73496987,West Penn MLS,1417046,N,Y,40.49376,-79.9063045
PAST SALE,May-22-2019,Single Family Residential,5125 Dearborn,Garfield,PA,15224,155000,4,1.5,Garfield,2245,,1900,,69,,Sold,,,https://www.redfin.com/PA/Pittsburgh/5125-Dearborn-St-15224/home/73506028,West Penn MLS,1388936,N,Y,40.4657539,-79.941633
PAST SALE,September-30-2020,Single Family Residential,4737 Butler,Lawrenceville,PA,15201,140000,3,1,Lawrenceville,,,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4737-Butler-St-15201/home/73533023,West Penn MLS,1462421,N,Y,40.4751174,-79.9579039
PAST SALE,,Townhouse,339 46th St,Pittsburgh,PA,15201,127000,2,1,,1328,923,1890,,96,,,,,https://www.redfin.com/PA/Pittsburgh/339-46th-St-15201/home/73578558,,,N,Y,40.4705908,-79.9554965
PAST SALE,July-8-2020,Single Family Residential,1018 Downlook St,Stanton Heights,PA,15201,255000,3,1.5,Stanton Heights,1320,3049,1953,,193,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1018-Downlook-St-15201/home/74467642,West Penn MLS,1444132,N,Y,40.4842364,-79.9408899
PAST SALE,February-24-2020,Single Family Residential,333 1st St,Aspinwall,PA,15215,374000,3,2,Aspinwall,2464,4356,1930,,152,,Sold,,,https://www.redfin.com/PA/Aspinwall/333-1st-St-15215/home/74471518,West Penn MLS,1419403,N,Y,40.4900303,-79.9014939
PAST SALE,August-7-2020,Single Family Residential,1125 Heberton St,Highland Park,PA,15206,447000,4,2.5,Highland Park,2048,,1905,,218,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1125-Heberton-St-15206/home/74472595,West Penn MLS,1453485,N,Y,40.4739769,-79.9150505
PAST SALE,July-27-2020,Townhouse,229 44th St,Lawrenceville,PA,15201,589000,3,2.5,Lawrenceville,2300,,1900,,256,,Sold,,,https://www.redfin.com/PA/Pittsburgh/229-44th-St-15201/home/74651413,West Penn MLS,1452898,N,Y,40.470948,-79.958777
PAST SALE,June-12-2019,Single Family Residential,4621 Bancroft St,Lawrenceville,PA,15201,200000,2,1.5,Lawrenceville,,,1945,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4621-Bancroft-St-15201/home/74651818,West Penn MLS,1387696,N,Y,40.4710713,-79.9551398
PAST SALE,April-17-2020,Single Family Residential,229 Fisk St,Lawrenceville,PA,15201,482500,4,2.5,Lawrenceville,1428,,1924,,338,,Sold,,,https://www.redfin.com/PA/Pittsburgh/229-Fisk-St-15201/home/74652105,West Penn MLS,1439251,N,Y,40.4686537,-79.9604829
PAST SALE,,Single Family Residential,814 Pittview Ave,Pittsburgh,PA,15209,65000,2,1,,928,7235,1915,,70,,,,,https://www.redfin.com/PA/Pittsburgh/814-Pittview-Ave-15209/home/74733865,,,N,Y,40.4759815,-79.9738119
PAST SALE,March-20-2020,Single Family Residential,5330 Kent Way,Lawrenceville,PA,15201,252500,3,1.5,Lawrenceville,1094,,1900,,231,,Sold,,,https://www.redfin.com/PA/Pittsburgh/5330-Kent-Way-15201/home/74734754,West Penn MLS,1436262,N,Y,40.4812946,-79.9496164
PAST SALE,,Multi-Family (2-4 Unit),5139 Carnegie St,Pittsburgh,PA,15201,225000,4,2,,1980,2200,1900,,114,,,,,https://www.redfin.com/PA/Pittsburgh/5139-Carnegie-St-15201/home/74735206,,,N,Y,40.4788853,-79.954306
PAST SALE,July-17-2020,Single Family Residential,1401 Morningside Ave,Morningside,PA,15206,256000,3,1.5,Morningside,1600,,1940,,160,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1401-Morningside-Ave-15206/home/74740657,West Penn MLS,1449743,N,Y,40.4813748,-79.9303649
PAST SALE,August-12-2019,Single Family Residential,525 N Euclid Ave,East Liberty,PA,15206,415000,4,3.5,East Liberty,,,1890,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/525-N-Euclid-Ave-15206/home/74743952,West Penn MLS,1374316,N,Y,40.4675627,-79.9249762
PAST SALE,June-25-2018,Condo/Co-op,151 Fort Pitt #1201,Downtown Pgh,PA,15222,520000,2,2,Downtown Pgh,1323,,2007,,393,619,Sold,,,https://www.redfin.com/PA/Pittsburgh/151-Fort-Pitt-Blvd-15222/unit-1201/home/73515114,West Penn MLS,1326483,N,Y,40.4384369,-80.0046467
PAST SALE,May-7-2019,Single Family Residential,916 Yetta Ave,Spring Hill,PA,15212,155000,2,1,Spring Hill,1026,,1925,,151,,Sold,,,https://www.redfin.com/PA/Pittsburgh/916-Yetta-Ave-15212/home/73573244,West Penn MLS,1382986,N,Y,40.4612327,-79.9963028
PAST SALE,April-12-2019,Townhouse,914 Middle St,Central North Side,PA,15212,269900,3,1.5,Central North Side,921,,1900,,293,,Sold,,,https://www.redfin.com/PA/Pittsburgh/914-Middle-St-15212/home/74552099,West Penn MLS,1381804,N,Y,40.4559699,-79.9996731
PAST SALE,December-4-2020,Single Family Residential,922 James St,Central North Side,PA,15212,399900,3,2.5,Central North Side,2496,,1900,,160,,Sold,,,https://www.redfin.com/PA/Pittsburgh/922-James-St-15212/home/74552392,West Penn MLS,1474216,N,Y,40.4557652,-80.0011273
PAST SALE,July-17-2020,Single Family Residential,609 Lockhart St,East Allegheny,PA,15212,255000,3,2,East Allegheny,,,1851,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/609-Lockhart-St-15212/home/74773712,West Penn MLS,1437002,N,Y,40.4525856,-79.9984544
PAST SALE,December-19-2019,Condo/Co-op,112 Washington Pl Unit 14J,Downtown Pgh,PA,15219,99750,0,1,Downtown Pgh,514,,1967,,194,330,Sold,,,https://www.redfin.com/PA/Pittsburgh/112-Washington-Pl-15219/unit-14-J/home/74578162,West Penn MLS,1412592,N,Y,40.439298,-79.991667
PAST SALE,July-8-2019,Condo/Co-op,5000 Fifth Ave #308,Shadyside,PA,15232,740000,2,2.5,Shadyside,3058,,1985,,242,1478,Sold,,,https://www.redfin.com/PA/Pittsburgh/5000-Fifth-Ave-15232/unit-308/home/74665924,West Penn MLS,1384041,N,Y,40.4470861,-79.9416767
PAST SALE,,Condo/Co-op,224 Schenley Manor Dr,Pittsburgh,PA,15201,39482,3,1,,1052,,1955,,38,,,,,https://www.redfin.com/PA/Pittsburgh/224-Schenley-Manor-Dr-15201/home/74737443,,,N,Y,40.4746405,-79.936952
PAST SALE,August-24-2020,Single Family Residential,149 S 18th St,South Side,PA,15203,350000,3,1,South Side,1700,,,,206,,Sold,,,https://www.redfin.com/PA/Pittsburgh/149-S-18th-St-15203/home/170331539,West Penn MLS,1432837,N,Y,40.4262156,-79.9806101
PAST SALE,April-7-2022,Single Family Residential,1925 Fox,South Side,PA,15203,267800,2,2,South Side,1340,1441,1880,,200,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1925-Fox-15203/home/178970413,West Penn MLS,1526433,N,Y,40.4292359,-79.9858859
PAST SALE,,Single Family Residential,80 S 16th St,South Side,PA,15203,,2,1,,1332,1588,1905,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/80-S-16th-St-15203/home/73551798,West Penn MLS,,N,Y,40.4292925,-79.9827998
PAST SALE,January-21-2021,Single Family Residential,1912 Sidney St,South Side,PA,15203,271000,2,1,South Side,1376,,1855,,197,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1912-Sidney-St-15203/home/74478547,West Penn MLS,1470934,N,Y,40.4294342,-79.9784311
PAST SALE,August-18-2022,Multi-Family (2-4 Unit),136 S 19th St,South Side,PA,15203,305000,4,2.5,South Side,,1280,1903,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/136-S-19th-St-15203/home/74478664,West Penn MLS,1562819,N,Y,40.4267814,-79.9794802
PAST SALE,September-15-2022,Single Family Residential,2002 Sarah St,South Side,PA,15203,268000,3,2.5,South Side,,,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/2002-Sarah-St-15203/home/74478835,West Penn MLS,1563930,N,Y,40.4275076,-79.977515
PAST SALE,January-7-2022,Townhouse,113 Merriman Mews,South Side,PA,15203,632500,3,3,South Side,2039,,2015,,310,158,Sold,,,https://www.redfin.com/PA/Pittsburgh/113-Merriman-Mews-15203/unit-26/home/75127803,West Penn MLS,1523475,N,Y,40.4312308,-79.97935
PAST SALE,,Townhouse,100 Denniston St #96,Pittsburgh,PA,15206,540000,3,2.5,,2800,2548,1995,,193,,,,,https://www.redfin.com/PA/Pittsburgh/100-Denniston-St-15206/unit-96/home/73557486,,,N,Y,40.4582969,-79.9193261
PAST SALE,November-17-2020,Townhouse,366 Enright Ct,East Liberty,PA,15206,70000,4,1.5,East Liberty,1374,,1970,,51,,Sold,,,https://www.redfin.com/PA/Pittsburgh/366-Enright-Ct-15206/home/73557765,West Penn MLS,1468220,N,Y,40.4616116,-79.9181989
PAST SALE,January-15-2021,Single Family Residential,6927 Bishop St,Morningside,PA,15206,258500,3,1,Morningside,1320,,1938,,196,,Sold,,,https://www.redfin.com/PA/Pittsburgh/6927-Bishop-St-15206/home/74469799,West Penn MLS,1470451,N,Y,40.4854889,-79.9241892
PAST SALE,September-1-2020,Single Family Residential,7216 Witherspoon St,Morningside,PA,15206,265000,3,1.5,Morningside,1188,2613,1960,,223,,Sold,,,https://www.redfin.com/PA/Pittsburgh/7216-Witherspoon-St-15206/home/74469524,West Penn MLS,1458468,N,Y,40.4870984,-79.92279
PAST SALE,August-13-2020,Single Family Residential,530 S Linden Ave,Point Breeze,PA,15208,785000,4,4.5,Point Breeze,,,1930,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/530-S-Linden-Ave-15208/home/74475764,West Penn MLS,1444939,N,Y,40.4480638,-79.9148567
PAST SALE,,Single Family Residential,7318 Idlewild St,Pittsburgh,PA,15208,100000,3,1,,1575,2590,1900,,63,,,,,https://www.redfin.com/PA/Pittsburgh/7318-Idlewild-St-15208/home/74514771,,,N,Y,40.4573062,-79.8929652
PAST SALE,September-28-2020,Single Family Residential,1013 N Sheridan Ave,Highland Park,PA,15206,790000,5,3,Highland Park,3436,,1910,,230,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1013-N-Sheridan-Ave-15206/home/74742250,West Penn MLS,1461121,N,Y,40.4728674,-79.9172873
PAST SALE,July-10-2020,Single Family Residential,718 N Beatty St,East Liberty,PA,15206,146000,4,3.5,East Liberty,2521,2700,1902,,58,,Sold,,,https://www.redfin.com/PA/Pittsburgh/718-N-Beatty-St-15206/home/74743843,West Penn MLS,1451383,N,Y,40.4689205,-79.9223856
PAST SALE,September-23-2020,Condo/Co-op,400 S Highland Ave Unit B1,Shadyside,PA,15206,98000,1,1,Shadyside,564,,1898,,174,306,Sold,,,https://www.redfin.com/PA/Pittsburgh/400-S-Highland-Ave-15206/unit-B1/home/74746009,West Penn MLS,1454961,N,Y,40.4538981,-79.9254572
PAST SALE,September-27-2019,Condo/Co-op,372 S Highland Ave #405,Shadyside,PA,15206,172000,1,1,Shadyside,940,,1935,,183,439,Sold,,,https://www.redfin.com/PA/Pittsburgh/372-S-Highland-Ave-15206/unit-405/home/74746272,West Penn MLS,1401141,N,Y,40.4547516,-79.9256335
PAST SALE,,Condo/Co-op,320 Fort Duquesne Blvd Unit 20KLM,Downtown Pgh,PA,15222,,,,,,,,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/320-Fort-Duquesne-Blvd-15222/unit-20KLM/home/173428719,West Penn MLS,,N,Y,40.4426006,-80.0069837
PAST SALE,November-19-2021,Condo/Co-op,320 Fort Duquesne Blvd Unit 4K,Downtown Pgh,PA,15222,301500,2,2,Downtown Pgh,1420,,1964,,212,945,Sold,,,https://www.redfin.com/PA/Pittsburgh/320-Fort-Duquesne-Blvd-15222/unit-4K/home/73498532,West Penn MLS,1519094,N,Y,40.4426006,-80.0069837
PAST SALE,,Condo/Co-op,320 Fort Duquesne Blvd Unit 15H,Downtown Pgh,PA,15222,,1,1,,1064,,1964,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/320-Fort-Duquesne-Blvd-15222/unit-15H/home/74532879,West Penn MLS,,N,Y,40.4426006,-80.0069837
PAST SALE,September-3-2020,Condo/Co-op,320 Fort Duquesne Blvd Unit 24A,Downtown Pgh,PA,15222,180000,1,1,Downtown Pgh,1032,,1964,,174,714,Sold,,,https://www.redfin.com/PA/Pittsburgh/320-Fort-Duquesne-Blvd-15222/unit-24A/home/74533067,West Penn MLS,1451841,N,Y,40.4426006,-80.0069837
PAST SALE,,Condo/Co-op,112 Washington Pl Unit 9A,Downtown Pgh,PA,15219,,2,2,,1196,,1967,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/112-Washington-Pl-15219/unit-9A/home/74578333,West Penn MLS,,N,Y,40.439298,-79.991667
PAST SALE,November-10-2021,Condo/Co-op,112 Washington Pl Unit 9J,Downtown Pgh,PA,15219,85000,0,1,Downtown Pgh,514,,1967,,165,362,Sold,,,https://www.redfin.com/PA/Pittsburgh/112-Washington-Pl-15219/unit-9J/home/74578334,West Penn MLS,1523566,N,Y,40.439298,-79.991667
PAST SALE,,Single Family Residential,1009 Ann St,Homestead,PA,15120,,4,1.5,,2161,3223,1920,,,,Sold,,,https://www.redfin.com/PA/Homestead/1009-Ann-St-15120/home/73514016,West Penn MLS,,N,Y,40.4064128,-79.9076944
PAST SALE,,Multi-Family (2-4 Unit),316 E 9th Ave,Homestead,PA,15120,50000,4,2,,2714,3960,1900,,18,,,,,https://www.redfin.com/PA/Homestead/316-E-9th-Ave-15120/home/74479861,,,N,Y,40.4073763,-79.907704
PAST SALE,,Single Family Residential,2413 Sarah,South Side,PA,15203,,,,,,,,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/2413-Sarah-15203/home/178933654,West Penn MLS,,N,Y,40.4292359,-79.9858859
PAST SALE,,Condo/Co-op,50 S 15th St #1,Pittsburgh,PA,15203,632000,3,2.5,,3276,,1900,,193,,,,,https://www.redfin.com/PA/Pittsburgh/50-S-15th-St-15203/unit-1/home/73539181,,,N,Y,40.4297377,-79.9835015
PAST SALE,,Townhouse,209 Lincoln Ave,Millvale,PA,15209,132000,4,1.5,,2679,3120,1897,,49,,,,,https://www.redfin.com/PA/Millvale/209-Lincoln-Ave-15209/home/74733215,,,N,Y,40.4796028,-79.9708623
PAST SALE,February-4-2020,Condo/Co-op,2545 Penn Ave #302,Downtown Pgh,PA,15222,524000,2,2.5,Downtown Pgh,1258,,2018,,417,,Sold,,,https://www.redfin.com/PA/Pittsburgh/2545-Penn-Ave-15222/unit-302/home/145252052,West Penn MLS,1381809,N,Y,40.4548321,-79.9789136
PAST SALE,April-25-2019,Single Family Residential,2902 Penn Ave,Downtown Pgh,PA,15201,375000,3,2.5,Downtown Pgh,,,1900,,,30,Sold,,,https://www.redfin.com/PA/Pittsburgh/2902-Penn-Ave-15201/home/113695540,West Penn MLS,1385399,N,Y,40.4578204,-79.9738764
PAST SALE,,Townhouse,3468 Ligonier St,Pittsburgh,PA,15201,85000,2,1.5,,960,540,1890,,89,,,,,https://www.redfin.com/PA/Pittsburgh/3468-Ligonier-St-15201/home/73579020,,,N,Y,40.4633499,-79.9645802
PAST SALE,October-25-2019,Single Family Residential,7209 Mount Vernon St,Homewood-brushton,PA,15208,49900,3,1.5,Homewood-Brushton,,,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/7209-Mt-Vernon-St-15208/home/74514082,West Penn MLS,1406624,N,Y,40.4615052,-79.8941708
