SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,February-18-2022,Single Family Residential,5317 Dresden Way,Lawrenceville,PA,15201,289000,2,2,Lawrenceville,,1019,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/5317-Dresden-Way-15201/home/73541008,West Penn MLS,1535680,N,Y,40.4822336,-79.9516322
PAST SALE,,Single Family Residential,2305 Pittview Ave,Reserve,PA,15209,,3,1,,880,10112,1950,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/2305-Pittview-Ave-15209/home/73557121,West Penn MLS,,N,Y,40.4730388,-79.9758548
PAST SALE,February-10-2022,Single Family Residential,295 Main St,Lawrenceville,PA,15201,560000,3,2.5,Lawrenceville,2153,2500,1910,,260,,Sold,,,https://www.redfin.com/PA/Pittsburgh/295-Main-St-15201/home/73578992,West Penn MLS,1531873,N,Y,40.4677803,-79.95782
PAST SALE,March-21-2022,Single Family Residential,4606 Hatfield St,Lawrenceville,PA,15201,700000,3,2.5,Lawrenceville,2231,3275,2013,,314,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4606-Hatfield-St-15201/home/73588793,West Penn MLS,1537311,N,Y,40.4747178,-79.9609336
PAST SALE,April-1-2022,Single Family Residential,6048 Sawyer St,Stanton Heights,PA,15201,215000,3,1,Stanton Heights,1214,2400,1898,,177,,Sold,,,https://www.redfin.com/PA/Pittsburgh/6048-Sawyer-St-15201/home/74467225,West Penn MLS,1525216,N,Y,40.4867343,-79.9401904
PAST SALE,April-4-2022,Single Family Residential,2043 E Beckert,Reserve,PA,15212,225000,4,1.5,Reserve,1726,7501,1910,,130,,Sold,,,https://www.redfin.com/PA/Pittsburgh/2043-E-Beckert-Ave-15212/home/74650760,West Penn MLS,1541659,N,Y,40.470859,-79.9811951
PAST SALE,January-21-2022,Single Family Residential,173 43rd,Lawrenceville,PA,15201,715000,3,2.5,Lawrenceville,3500,,1870,,204,,Sold,,,https://www.redfin.com/PA/Pittsburgh/173-43rd-St-15201/home/74651546,West Penn MLS,1530835,N,Y,40.471403,-79.9610729
PAST SALE,November-16-2021,Single Family Residential,375 1/2 Main St,Lawrenceville,PA,15201,210000,4,2,Lawrenceville,1800,,1900,,117,,Sold,,,https://www.redfin.com/PA/Pittsburgh/375-1-2-Main-St-15201/home/74652719,West Penn MLS,1508585,N,Y,40.4659505,-79.9553588
PAST SALE,November-3-2021,Single Family Residential,308 Main St,Lawrenceville,PA,15201,475000,6,1.5,Lawrenceville,2040,3027,1900,,233,,Sold,,,https://www.redfin.com/PA/Pittsburgh/308-Main-St-15201/home/74652859,West Penn MLS,1519609,N,Y,40.4672317,-79.9576269
PAST SALE,April-14-2022,Townhouse,212 Edmond St,Bloomfield,PA,15224,290000,3,2,Bloomfield,1120,705,1910,,259,,Sold,,,https://www.redfin.com/PA/Pittsburgh/212-Edmond-St-15224/home/74657845,West Penn MLS,1514763,N,Y,40.4648267,-79.9476432
PAST SALE,September-14-2020,Single Family Residential,5148 Dresden Way,Lawrenceville,PA,15201,228000,3,2,Lawrenceville,1445,,1900,,158,,Sold,,,https://www.redfin.com/PA/Pittsburgh/5148-Dresden-Way-15201/home/74735197,West Penn MLS,1443383,N,Y,40.4793797,-79.9543421
PAST SALE,March-4-2022,Single Family Residential,510 S Lang Ave,Point Breeze,PA,15208,400000,5,1.5,Point Breeze,1864,,1930,,215,,Sold,,,https://www.redfin.com/PA/Pittsburgh/510-S-Lang-Ave-15208/home/74476384,West Penn MLS,1535811,N,Y,40.4458855,-79.9064357
PAST SALE,,Single Family Residential,1226 Goodman St,Pittsburgh,PA,15218,250000,3,1,,932,6250,1953,,268,,,,,https://www.redfin.com/PA/Pittsburgh/1226-Goodman-St-15218/home/74478274,,,N,Y,40.4187193,-79.903112
PAST SALE,,Multi-Family (2-4 Unit),205 Franklin Ave,Pittsburgh,PA,15221,54000,3,2,,1600,2600,1930,,34,,,,,https://www.redfin.com/PA/Pittsburgh/205-Franklin-Ave-15221/home/74516146,,,N,Y,40.4438573,-79.8932277
PAST SALE,,Single Family Residential,227 Union St,Pittsburgh,PA,15221,120000,4,2,,1712,1563,1920,,70,,,,,https://www.redfin.com/PA/Pittsburgh/227-Union-St-15221/home/74516387,,,N,Y,40.4388823,-79.8932167
PAST SALE,December-9-2021,Single Family Residential,565 Peebles St,Regent Square,PA,15221,265000,2,1,Regent Square,1144,3049,1940,,232,,Sold,,,https://www.redfin.com/PA/Pittsburgh/565-Peebles-St-15221/home/74516439,West Penn MLS,1528470,N,Y,40.439367,-79.8945835
PAST SALE,April-8-2022,Single Family Residential,916 East End Ave,Regent Square,PA,15221,422500,3,1.5,Regent Square,,3598,1924,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/916-E-End-Ave-15221/home/74517333,West Penn MLS,1539808,N,Y,40.4355366,-79.8949334
PAST SALE,February-15-2022,Single Family Residential,817 Woodworth Ave,Wilkinsburg,PA,15221,185000,4,2,Wilkinsburg,2274,4682,1937,,81,,Sold,,,https://www.redfin.com/PA/Pittsburgh/817-Woodworth-Ave-15221/home/74517616,West Penn MLS,1534619,N,Y,40.4378619,-79.8834009
PAST SALE,April-21-2021,Single Family Residential,180 W Hutchinson Ave,Regent Square,PA,15218,402000,5,1,Regent Square,1833,3049,1904,,219,,Sold,,,https://www.redfin.com/PA/Pittsburgh/180-W-Hutchinson-Ave-15218/home/74517801,West Penn MLS,1488117,N,Y,40.4349564,-79.8896847
PAST SALE,October-11-2021,Single Family Residential,1307 Richmond St,Regent Square,PA,15218,442000,4,2.5,Regent Square,2074,3049,1925,,213,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1307-Richmond-St-15218/home/74518504,West Penn MLS,1513998,N,Y,40.4284345,-79.8969563
PAST SALE,January-28-2022,Single Family Residential,1708 Miriam St,Swissvale,PA,15218,142000,3,1.5,Swissvale,1386,,1940,,102,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1708-Miriam-St-15218/home/74519231,West Penn MLS,1533589,N,Y,40.4246343,-79.8906033
PAST SALE,March-11-2022,Single Family Residential,1012 Herron Ave,Polish Hill,PA,15219,327500,3,2.5,Polish Hill,1400,1999,1900,,234,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1012-Herron-Ave-15219/home/73524718,West Penn MLS,1533798,N,Y,40.456912,-79.9645621
PAST SALE,January-11-2022,Townhouse,3037 Spring Way,Downtown Pgh,PA,15201,280900,2,2,Downtown Pgh,950,,1900,,296,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3037-Spring-Way-15201/home/73573751,West Penn MLS,1521638,N,Y,40.4592229,-79.9715615
PAST SALE,April-13-2022,Single Family Residential,1031 Herron Ave,Polish Hill,PA,15219,184500,3,1,Polish Hill,1734,,1885,,106,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1031-Herron-Ave-15219/home/74563866,West Penn MLS,1500399,N,Y,40.4576077,-79.9642305
PAST SALE,March-17-2021,Single Family Residential,3648 Mintwood St,Lawrenceville,PA,15201,430000,2,2.5,Lawrenceville,1608,1742,1890,,267,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3648-Mintwood-St-15201/home/74652931,West Penn MLS,1482690,N,Y,40.4634158,-79.9624293
PAST SALE,November-9-2020,Multi-Family (2-4 Unit),346 39th St,Lawrenceville,PA,15201,180000,3,2,Lawrenceville,,2178,1880,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/346-39th-St-15201/home/74653097,West Penn MLS,1456974,N,Y,40.4630117,-79.9596962
PAST SALE,,Single Family Residential,3921 Howley St,Pittsburgh,PA,15224,176000,3,1,,1528,1168,1900,,115,,,,,https://www.redfin.com/PA/Pittsburgh/3921-Howley-St-15224/home/74653145,,,N,Y,40.463481,-79.9587565
PAST SALE,,Condo/Co-op,128 N Craig St #404,Pittsburgh,PA,15213,228500,3,2,,1680,,1957,,136,,,,,https://www.redfin.com/PA/Pittsburgh/128-N-Craig-St-15213/unit-404/home/74664785,,,N,Y,40.4480778,-79.9483198
PAST SALE,September-10-2021,Single Family Residential,651 Morewood Ave,Shadyside,PA,15213,1110000,8,4.5,Shadyside,7674,21780,1925,,145,,Sold,,,https://www.redfin.com/PA/Pittsburgh/651-Morewood-Ave-15213/home/74665238,West Penn MLS,1515008,N,Y,40.4496332,-79.9424199
PAST SALE,August-23-2019,Condo/Co-op,552 N Neville St #54,Oakland,PA,15213,289000,2,2,Oakland,1593,,1972,,181,987,Sold,,,https://www.redfin.com/PA/Pittsburgh/552-N-Neville-St-15213/unit-54/home/74665318,West Penn MLS,1403443,N,Y,40.448632,-79.9481535
PAST SALE,July-12-2021,Condo/Co-op,4601 5th Ave #223,Oakland,PA,15213,145000,2,2,Oakland,1023,,1958,,142,937,Sold,,,https://www.redfin.com/PA/Pittsburgh/4601-Fifth-Ave-15213/unit-223/home/102215768,West Penn MLS,1502255,N,Y,40.447339,-79.948719
PAST SALE,September-11-2018,Single Family Residential,1022 Milton,Regent Square,PA,15218,346880,3,1.5,Regent Square,,,1920,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1022-Milton-St-15218/home/73545272,West Penn MLS,1353641,N,Y,40.4329658,-79.8957207
PAST SALE,June-28-2019,Single Family Residential,917 South Braddock,Regent Square,PA,15221,325000,4,2,Regent Square,2310,,1925,,141,,Sold,,,https://www.redfin.com/PA/Pittsburgh/917-S-Braddock-Ave-15221/home/74517383,West Penn MLS,1388044,N,Y,40.4353502,-79.895502
PAST SALE,July-20-2018,Single Family Residential,5518 Black St,East Liberty,PA,15206,346000,3,3.5,East Liberty,2227,,1900,,155,,Sold,,,https://www.redfin.com/PA/Pittsburgh/5518-Black-St-15206/home/113708511,West Penn MLS,1317369,N,Y,40.4692064,-79.9293484
PAST SALE,October-20-2020,Single Family Residential,1250 Jancey St,Morningside,PA,15206,260000,3,1.5,Morningside,1260,,1928,,206,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1250-Jancey-St-15206/home/73509260,West Penn MLS,1464259,N,Y,40.4807205,-79.9290727
PAST SALE,January-29-2021,Single Family Residential,1467 N Highland Ave,Highland Park,PA,15206,615000,5,3.5,Highland Park,2288,,1928,,269,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1467-N-Highland-Ave-15206/home/73509709,West Penn MLS,1470967,N,Y,40.4784426,-79.916581
PAST SALE,March-8-2019,Single Family Residential,1635 Chislett St,Morningside,PA,15206,230000,3,2,Morningside,,,1920,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1635-Chislett-St-15206/home/73517687,West Penn MLS,1379231,N,Y,40.4833509,-79.9276433
PAST SALE,March-19-2021,Townhouse,612 Chislett,Highland Park,PA,15206,160000,3,1.5,Highland Park,,,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/612-Chislett-St-15206/home/73533450,West Penn MLS,1474630,N,Y,40.470022,-79.9299093
PAST SALE,March-29-2021,Single Family Residential,1937 Chislett St,Morningside,PA,15206,201500,2,1,Morningside,1110,1306,1930,,182,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1937-Chislett-St-15206/home/74469508,West Penn MLS,1487143,N,Y,40.4874125,-79.9237638
PAST SALE,,Townhouse,1669 Jancey St,Pittsburgh,PA,15206,70000,2,1,,1086,1960,1925,,64,,,,,https://www.redfin.com/PA/Pittsburgh/1669-Jancey-St-15206/home/74469472,,,N,Y,40.4844092,-79.9283756
PAST SALE,August-10-2018,Single Family Residential,1828 Duffield St,Morningside,PA,15206,122500,2,1,Morningside,900,,1929,,136,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1828-Duffield-St-15206/home/74469759,West Penn MLS,1341892,N,Y,40.4873925,-79.9271514
PAST SALE,March-1-2019,Single Family Residential,1439 Morningside Ave,Morningside,PA,15206,271855,3,2,Morningside,1178,,1927,,231,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1439-Morningside-Ave-15206/home/74470059,West Penn MLS,1377471,N,Y,40.4823729,-79.9299605
PAST SALE,February-6-2020,Single Family Residential,1630 Morningside Ave,Morningside,PA,15206,250000,3,1,Morningside,1570,,1921,,159,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1630-Morningside-Ave-15206/home/74470100,West Penn MLS,1422990,N,Y,40.4835943,-79.9291844
PAST SALE,January-14-2021,Single Family Residential,1661 Jancey St,Morningside,PA,15206,175000,2,1,Morningside,1080,,1930,,162,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1661-Jancey-St-15206/home/74470129,West Penn MLS,1479435,N,Y,40.4842359,-79.9284193
PAST SALE,,Single Family Residential,1869 Chapman St,Pittsburgh,PA,15215,34000,3,1,,1600,1600,1910,,21,,,,,https://www.redfin.com/PA/Pittsburgh/1869-Chapman-St-15215/home/74511226,,,N,Y,40.4952418,-79.9182426
PAST SALE,May-18-2021,Single Family Residential,1522 Middle St,Sharpsburg,PA,15215,132820,3,1,Sharpsburg,1440,1306,1900,,92,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1522-Middle-St-15215/home/74511372,West Penn MLS,1496629,N,Y,40.4954194,-79.9255984
PAST SALE,January-29-2021,Single Family Residential,1146 Duffield,Morningside,PA,15206,354000,4,3,Morningside,1914,,1959,,185,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1146-Duffield-St-15206/home/74741118,West Penn MLS,1480173,N,Y,40.4790142,-79.9316218
PAST SALE,March-29-2021,Single Family Residential,1214 Chislett St,Morningside,PA,15206,251000,2,1,Morningside,,,1915,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1214-Chislett-St-15206/home/74741127,West Penn MLS,1487171,N,Y,40.4801048,-79.9283428
PAST SALE,,Single Family Residential,1149 Chislett St,Pittsburgh,PA,15206,237000,3,1,,1160,2500,1929,,204,,,,,https://www.redfin.com/PA/Pittsburgh/1149-Chislett-St-15206/home/74741039,,,N,Y,40.4784922,-79.9292609
PAST SALE,March-22-2021,Single Family Residential,1141 Jancey St,Morningside,PA,15206,385000,4,2,Morningside,1831,,1930,,210,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1141-Jancey-St-15206/home/74741064,West Penn MLS,1484932,N,Y,40.4785034,-79.9302054
PAST SALE,October-23-2020,Single Family Residential,1355 Cordova Rd,Highland Park,PA,15206,300000,3,2,Highland Park,1814,,1912,,165,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1355-Cordova-Rd-15206/home/74741175,West Penn MLS,1446221,N,Y,40.4801431,-79.9263097
PAST SALE,March-26-2021,Townhouse,1458 N Euclid Ave,Highland Park,PA,15206,270000,2,1,Highland Park,972,,1925,,278,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1458-N-Euclid-Ave-15206/home/74741198,West Penn MLS,1483924,N,Y,40.478761,-79.917683
PAST SALE,September-26-2019,Single Family Residential,5647 Callowhill,Highland Park,PA,15206,245000,3,1,Highland Park,1328,,1930,,184,,Sold,,,https://www.redfin.com/PA/Pittsburgh/5647-Callowhill-St-15206/home/74741288,West Penn MLS,1410785,N,Y,40.4782157,-79.9211722
PAST SALE,June-22-2018,Single Family Residential,922 N Saint Clair St,Highland Park,PA,15206,521000,6,3,Highland Park,3220,,1910,,162,,Sold,,,https://www.redfin.com/PA/Pittsburgh/922-N-St-Clair-St-15206/home/74742019,West Penn MLS,1332673,N,Y,40.4725894,-79.9225714
PAST SALE,July-26-2019,Multi-Family (2-4 Unit),5519 Hays,East Liberty,PA,15206,325000,5,4,East Liberty,,,1920,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/5519-Hays-St-15206/home/74743448,West Penn MLS,1397091,N,Y,40.4705204,-79.9285717
PAST SALE,June-19-2020,Single Family Residential,605 N Saint Clair St,East Liberty,PA,15206,490000,3,4.5,East Liberty,2700,,1910,,181,,Sold,,,https://www.redfin.com/PA/Pittsburgh/605-N-St-Clair-St-15206/home/74743976,West Penn MLS,1433418,N,Y,40.4684293,-79.9256722
PAST SALE,July-5-2019,Single Family Residential,5500 Black St,East Liberty,PA,15206,215000,4,1,East Liberty,,,1930,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/5500-Black-St-15206/home/74744009,West Penn MLS,1387338,N,Y,40.4694138,-79.9299167
PAST SALE,,Single Family Residential,216 8th St,Sharpsburg,PA,15215,225000,3,1.5,,1920,1789,1900,,117,,,,,https://www.redfin.com/PA/Sharpsburg/216-8th-St-15215/home/73496698,,,N,Y,40.4957001,-79.9344183
PAST SALE,July-8-2020,Single Family Residential,6918 Greenwood St,Morningside,PA,15206,220000,3,2,Morningside,1810,,1935,,122,,Sold,,,https://www.redfin.com/PA/Pittsburgh/6918-Greenwood-St-15206/home/73517371,West Penn MLS,1445136,N,Y,40.4848552,-79.9253806
PAST SALE,July-22-2020,Single Family Residential,124 4th St,Aspinwall,PA,15215,360000,3,2.5,Aspinwall,,,1920,,,,Sold,,,https://www.redfin.com/PA/Aspinwall/124-4th-St-15215/home/74511769,West Penn MLS,1450495,N,Y,40.4930734,-79.9052112
PAST SALE,,Multi-Family (2-4 Unit),5433 Baywood St,Pittsburgh,PA,15206,96750,3,3,,3456,5300,1925,,28,,,,,https://www.redfin.com/PA/Pittsburgh/5433-Baywood-St-15206/home/74743337,,,N,Y,40.4719035,-79.929567
PAST SALE,,Condo/Co-op,151 Fort Pitt Blvd #1204,Pittsburgh,PA,15222,460000,1,2,,1310,,2007,,351,,,,,https://www.redfin.com/PA/Pittsburgh/151-Fort-Pitt-Blvd-15222/unit-1204/home/73515101,,,N,Y,40.4384369,-80.0046467
PAST SALE,November-26-2018,Single Family Residential,515 Knoll St,Central North Side,PA,15212,340000,3,2.5,Central North Side,1323,871,1900,,257,,Sold,,,https://www.redfin.com/PA/Pittsburgh/515-Knoll-St-15212/home/73547520,West Penn MLS,1347652,N,Y,40.4573986,-80.0012277
PAST SALE,February-21-2019,Condo/Co-op,320 Fort Duquesne Blvd Unit 20C,Downtown Pgh,PA,15222,559000,2,3,Downtown Pgh,1718,,1964,,325,1187,Sold,,,https://www.redfin.com/PA/Pittsburgh/320-Fort-Duquesne-Blvd-15222/unit-20C/home/74532856,West Penn MLS,1345956,N,Y,40.4426006,-80.0069837
PAST SALE,January-11-2021,Single Family Residential,201 Green St,Regent Square,PA,15221,259900,3,2,Regent Square,,,1916,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/201-Green-St-15221/home/74516438,West Penn MLS,1478179,N,Y,40.4393084,-79.8943648
PAST SALE,June-8-2018,Single Family Residential,554 Peebles,Regent Square,PA,15221,251025,3,1,Regent Square,,,1925,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/554-Peebles-St-15221/home/74516735,West Penn MLS,1334500,N,Y,40.4407537,-79.894671
PAST SALE,December-18-2020,Single Family Residential,560 Peebles St,Regent Square,PA,15221,322000,3,1.5,Regent Square,1200,,1925,,268,,Sold,,,https://www.redfin.com/PA/Pittsburgh/560-Peebles-St-15221/home/74516825,West Penn MLS,1468725,N,Y,40.4405605,-79.8947148
PAST SALE,April-17-2020,Multi-Family (2-4 Unit),835 N Saint Clair St,Highland Park,PA,15206,332500,4,2,Highland Park,,,1910,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/835-N-St-Clair-St-15206/home/74743621,West Penn MLS,1439440,N,Y,40.471551,-79.923752
PAST SALE,April-16-2018,Townhouse,5613 Hays St,East Liberty,PA,15206,334000,3,2,East Liberty,1488,,1915,,224,,Sold,,,https://www.redfin.com/PA/Pittsburgh/5613-Hays-St-15206/home/74744107,West Penn MLS,1323400,N,Y,40.4696544,-79.9262866
PAST SALE,April-5-2019,Condo/Co-op,372 S Highland Ave #507,Shadyside,PA,15206,180000,1,1,Shadyside,940,,1935,,191,440,Sold,,,https://www.redfin.com/PA/Pittsburgh/372-S-Highland-Ave-15206/unit-507/home/74746276,West Penn MLS,1380089,N,Y,40.4547516,-79.9256335
PAST SALE,June-29-2018,Single Family Residential,5574 Wilkins Ave,Squirrel Hill,PA,15217,437000,4,2,Squirrel Hill,,,1905,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/5574-Wilkins-Ave-15217/home/74750112,West Penn MLS,1336920,N,Y,40.4439827,-79.9282758
PAST SALE,July-17-2020,Single Family Residential,1213 Macon Ave,Regent Square,PA,15218,375000,3,2,Regent Square,1562,,1925,,240,,Sold,,,https://www.redfin.com/PA/Pittsburgh/1213-Macon-Ave-15218/home/74518257,West Penn MLS,1447335,N,Y,40.4299047,-79.8954146
PAST SALE,March-20-2020,Multi-Family (2-4 Unit),6903 Mcclure Ave,Swissvale,PA,15218,68300,6,3,Swissvale,,3484,1926,,,,Sold,,,https://www.redfin.com/PA/Swissvale/6903-McClure-Ave-15218/home/74519458,West Penn MLS,1434364,N,Y,40.4189932,-79.8986073
PAST SALE,,Single Family Residential,525 Neeb St,Pittsburgh,PA,15207,189900,3,1,,985,5400,1956,,193,,,,,https://www.redfin.com/PA/Pittsburgh/525-Neeb-St-15207/home/74674097,,,N,Y,40.4275518,-79.942245
PAST SALE,December-31-2020,Single Family Residential,4267 Mccaslin St,Greenfield,PA,15217,277500,4,1.5,Greenfield,1506,,1940,,184,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4267-McCaslin-St-15217/home/74678013,West Penn MLS,1474419,N,Y,40.4220958,-79.9366494
PAST SALE,November-20-2020,Single Family Residential,560 Hazelwood Ave,Hazelwood,PA,15207,178500,3,1.5,Hazelwood,1341,,1923,,133,,Sold,,,https://www.redfin.com/PA/Pittsburgh/560-Hazelwood-Ave-15207/home/74678772,West Penn MLS,1468649,N,Y,40.4172974,-79.9372178
PAST SALE,December-1-2017,Single Family Residential,416 E Elizabeth St,Hazelwood,PA,15207,54235,3,1,Hazelwood,1320,,1926,,41,,Sold,,,https://www.redfin.com/PA/Pittsburgh/416-E-Elizabeth-St-15207/home/74682206,West Penn MLS,1297427,N,Y,40.4076102,-79.9377861
PAST SALE,May-1-2020,Single Family Residential,307 Johnston Ave,Hazelwood,PA,15207,92000,3,2,Hazelwood,1512,,1932,,61,,Sold,,,https://www.redfin.com/PA/Pittsburgh/307-Johnston-Ave-15207/home/74682715,West Penn MLS,1430864,N,Y,40.4065329,-79.9393271
PAST SALE,August-6-2020,Single Family Residential,5429 Bartlett St,Squirrel Hill,PA,15217,450000,4,4.5,Squirrel Hill,2494,5662,1927,,180,,Sold,,,https://www.redfin.com/PA/Pittsburgh/5429-Bartlett-St-15217/home/74751560,West Penn MLS,1454093,N,Y,40.434962,-79.9323651
PAST SALE,March-15-2019,Single Family Residential,5458 Covode,Squirrel Hill,PA,15217,320000,4,4,Squirrel Hill,,,1954,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/5458-Covode-Pl-15217/home/74753970,West Penn MLS,1354813,N,Y,40.4312939,-79.9305288
PAST SALE,August-30-2019,Townhouse,2331 Eldridge St,Squirrel Hill,PA,15217,218500,3,2,Squirrel Hill,1273,,1920,,172,,Sold,,,https://www.redfin.com/PA/Pittsburgh/2331-Eldridge-St-15217/home/74754635,West Penn MLS,1409708,N,Y,40.430616,-79.9221273
PAST SALE,,Condo/Co-op,2250 Mary St #212,Pittsburgh,PA,15203,235000,2,1.5,,1535,,1950,,153,,,,,https://www.redfin.com/PA/Pittsburgh/2250-Mary-St-15203/unit-212/home/74775047,,,N,Y,40.4254002,-79.9742162
PAST SALE,October-18-2021,Multi-Family (2-4 Unit),3333 Ward,Oakland,PA,15213,290000,3,,Oakland,,,1900,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/3333-Ward-St-15213/home/74572328,West Penn MLS,1516985,N,Y,40.4341122,-79.954954
PAST SALE,September-14-2021,Single Family Residential,302 Greenfield Ave,Greenfield,PA,15207,110999,1,1,Greenfield,592,871,1905,,187,,Sold,,,https://www.redfin.com/PA/Pittsburgh/302-Greenfield-Ave-15207/home/74674254,West Penn MLS,1485764,N,Y,40.4254603,-79.9488566
PAST SALE,,Single Family Residential,400 Kaercher St,Pittsburgh,PA,15207,79000,2,1,,999,6060,1950,,79,,,,,https://www.redfin.com/PA/Pittsburgh/400-Kaercher-St-15207/home/74677392,,,N,Y,40.423614,-79.9454361
PAST SALE,November-13-2020,Single Family Residential,4225 Lydia St,Greenfield,PA,15207,185000,4,2,Greenfield,1770,3920,1927,,105,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4225-Lydia-St-15207/home/74677957,West Penn MLS,1469869,N,Y,40.4225131,-79.9414145
PAST SALE,,Single Family Residential,4235 Stanley St,Pittsburgh,PA,15207,260000,3,1,,1200,5000,1959,,217,,,,,https://www.redfin.com/PA/Pittsburgh/4235-Stanley-St-15207/home/74677755,,,N,Y,40.4219759,-79.9433816
PAST SALE,January-8-2021,Single Family Residential,4327 Lydia St,Greenfield,PA,15207,175150,3,1,Greenfield,738,,1955,,237,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4327-Lydia-St-15207/home/74678206,West Penn MLS,1469617,N,Y,40.4208347,-79.9411522
PAST SALE,August-3-2018,Single Family Residential,575 Emahlea St,Greenfield,PA,15207,265000,3,2,Greenfield,1200,,1998,,221,,Sold,,,https://www.redfin.com/PA/Pittsburgh/575-Emahlea-St-15207/home/74678791,West Penn MLS,1331593,N,Y,40.4179384,-79.9377861
PAST SALE,March-18-2021,Townhouse,6314 Forward Ave,Squirrel Hill,PA,15217,330000,3,2,Squirrel Hill,1734,,1931,,190,,Sold,,,https://www.redfin.com/PA/Pittsburgh/6314-Forward-Ave-15217/home/74754516,West Penn MLS,1485373,N,Y,40.428765,-79.920794
PAST SALE,September-28-2018,Townhouse,932 Mirror St,Greenfield,PA,15217,135000,2,1,Greenfield,,,1920,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/932-Mirror-St-15217/home/74754760,West Penn MLS,1358584,N,Y,40.4265718,-79.9316504
PAST SALE,August-12-2019,Single Family Residential,736 Melbourne,Greenfield,PA,15217,230000,3,2,Greenfield,1232,2613,1956,,187,,Sold,,,https://www.redfin.com/PA/Pittsburgh/736-Melbourne-St-15217/home/74757852,West Penn MLS,1400192,N,Y,40.4218107,-79.9324962
PAST SALE,May-31-2018,Multi-Family (2-4 Unit),4323 Murray,Squirrel Hill,PA,15217,395000,7,2,Squirrel Hill,,3049,1940,,,,Sold,,,https://www.redfin.com/PA/Pittsburgh/4323-Murray-Ave-15217/home/102192184,West Penn MLS,1309761,N,Y,40.421263,-79.9284556
PAST SALE,July-20-2018,Single Family Residential,120 Ivy St,Edgewood,PA,15218,258000,4,2,Edgewood,2400,,1910,,108,,Sold,,,https://www.redfin.com/PA/Pittsburgh/120-Ivy-St-15218/home/74518524,West Penn MLS,1338872,N,Y,40.4304996,-79.8854965
PAST SALE,September-18-2020,Condo/Co-op,350 Oliver Ave #1308,Downtown Pgh,PA,15222,416119,1,1,Downtown Pgh,645,,2020,,645,,Sold,,,https://www.redfin.com/PA/Pittsburgh/350-Oliver-Ave-15222/unit-1308/home/173191856,West Penn MLS,1468678,N,Y,40.4409654,-79.9995138
PAST SALE,,Multi-Family (2-4 Unit),2112 Carey Way,Pittsburgh,PA,15203,342000,3,2,,1890,1200,1900,,181,,,,,https://www.redfin.com/PA/Pittsburgh/2112-Carey-Way-15203/home/74478847,,,N,Y,40.4279074,-79.9757347
